8 15500 0.167000
10 100 0.003000
10 200 0.002000
10 300 0.002000
10 400 0.003000
10 500 0.002000
10 600 0.002000
10 700 0.003000
10 800 0.003000
10 900 0.002000
10 1000 0.003000
10 1500 0.004000
10 2000 0.004000
10 2500 0.005000
10 3000 0.007000
10 3500 0.009000
10 4000 0.011000
10 4500 0.056000
10 5000 0.028000
10 5500 0.018000
10 6000 0.029000
10 6500 0.026000
10 7000 0.030000
10 7500 0.032000
10 8000 0.037000
10 8500 0.042000
10 9000 0.044000
10 9500 0.056000
10 10000 0.054000
10 10500 0.062000
10 11000 0.075000
10 11500 0.100000
10 12000 0.078000
10 12500 0.082000
10 13000 0.090000
10 13500 0.096000
10 14000 0.102000
10 14500 0.116000
10 15000 0.118000
10 15500 0.139000
